AREANM,AREACD,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14,yr15
Hastings,E07000062,1364.9,1321.2,1327.0,1240.3,1156.3,1304.2,1187.9,1140.4,1192.6,1092.4,1129.8,1072.9,1070.2,1051.4,1128.3
Lewes,E07000063,1033.2,1022.2,1002.2,965.6,955.0,890.8,878.2,892.9,827.7,859.0,849.4,809.7,839.1,751.7,813.0
Rother,E07000064,1100.4,1159.4,1118.7,1081.0,1002.2,1011.4,963.1,936.1,940.3,914.6,872.7,901.8,914.7,875.9,944.2
Wealden,E07000065,1023.2,989.5,1029.7,1021.8,940.8,950.6,870.7,941.9,839.7,933.3,870.1,848.5,841.1,807.6,857.8
Basildon,E07000066,1166.6,1258.8,1181.4,1212.8,1138.3,1150.7,1074.8,1088.3,998.8,1027.1,949.9,996.2,970.3,965.9,977.1
Braintree,E07000067,1280.1,1253.2,1270.4,1088.4,1098.8,1063.0,996.8,1068.5,985.5,1059.7,919.5,1010.9,950.1,916.9,1039.0
Brentwood,E07000068,1085.7,1070.2,1111.2,1001.8,956.3,962.9,947.9,1005.3,860.8,842.1,850.8,893.7,855.1,923.0,919.9
Castle Point,E07000069,1153.2,1246.6,1239.2,1138.5,1049.9,1083.6,1071.3,1096.5,943.0,969.0,957.5,1009.3,1044.7,956.8,1049.1
Chelmsford,E07000070,1089.4,1020.5,1047.9,1026.1,978.0,917.9,936.7,895.7,878.2,907.1,880.4,913.5,839.5,819.8,888.9
Colchester,E07000071,1160.8,1130.6,1099.0,1088.0,1067.1,1062.8,992.6,981.0,957.7,954.7,967.6,955.7,920.2,971.6,964.6
Epping Forest,E07000072,1130.1,1163.5,1196.6,1164.6,1135.8,1096.0,1088.7,1090.8,984.6,955.7,907.0,917.9,853.0,1024.8,936.4
Harlow,E07000073,1167.1,1114.6,1114.0,1020.2,1096.5,1007.4,1037.1,996.9,1042.0,1025.4,1029.0,1020.2,939.0,1029.4,927.6
Maldon,E07000074,1206.6,1073.6,1188.5,1162.7,1060.7,1089.9,1056.1,1056.8,953.5,910.2,932.2,951.9,911.7,915.0,984.3
Rochford,E07000075,1081.6,1100.9,1079.1,997.0,989.4,954.2,918.9,983.8,899.3,961.7,820.9,834.6,871.2,808.9,855.3
Tendring,E07000076,1191.2,1219.6,1143.5,1105.2,1176.2,1070.2,1078.5,1072.3,998.1,1053.1,1083.8,1026.2,1040.0,966.2,1057.6
Uttlesford,E07000077,1205.9,1051.5,1018.5,1055.2,994.0,1009.6,1000.7,941.8,913.0,796.2,887.2,772.8,769.0,846.6,838.6
Cheltenham,E07000078,1122.0,1061.9,1181.0,996.4,1009.6,1059.6,967.9,956.8,912.7,895.4,869.9,904.8,923.5,886.8,960.0
Cotswold,E07000079,1080.4,1020.0,1060.0,1050.7,1017.8,900.0,943.9,983.3,927.8,829.0,799.9,802.1,863.2,823.2,824.3
Forest of Dean,E07000080,1199.9,1271.2,1207.5,1143.6,1017.5,1075.4,1057.0,1116.7,939.9,933.1,951.1,952.5,982.3,923.2,935.3
Gloucester,E07000081,1207.3,1190.2,1211.6,1250.2,1171.3,1073.2,1126.3,1095.3,1074.6,1050.3,1020.1,977.7,1035.4,1002.2,1040.0
Stroud,E07000082,1157.6,1156.2,1160.7,1058.0,1057.6,1084.2,1036.8,1034.1,961.3,955.1,910.7,985.4,1091.2,971.1,967.6
Tewkesbury,E07000083,1085.0,1072.7,1117.9,1045.2,1031.4,987.9,945.6,918.4,982.9,907.9,913.3,913.8,891.0,868.3,818.6
Basingstoke and Deane,E07000084,1123.5,1207.7,1190.3,1113.0,1012.9,1009.0,1031.5,998.9,942.8,1017.3,934.5,902.9,919.2,916.1,973.1
East Hampshire,E07000085,1142.3,1136.4,1156.8,1041.0,1032.3,1042.2,973.9,1018.4,921.1,898.5,873.6,931.8,875.7,833.0,830.1
Eastleigh,E07000086,1124.4,1211.7,1165.8,1115.8,1059.0,1013.7,1023.3,1022.9,862.5,896.2,809.1,847.7,888.0,818.5,847.2
Fareham,E07000087,1111.0,1093.3,1050.6,974.2,954.3,943.8,889.8,903.0,949.8,906.9,907.3,891.0,951.3,902.5,846.5
Gosport,E07000088,1265.7,1209.9,1229.1,1178.1,1215.8,1129.4,1138.9,1002.4,1061.1,1063.6,1007.5,1051.2,1067.8,951.4,998.6
Hart,E07000089,978.8,955.6,1036.6,961.6,965.2,809.8,885.4,808.2,836.0,765.3,764.7,804.7,747.6,739.7,748.1
Havant,E07000090,1196.5,1146.8,1164.8,1076.4,1041.7,1012.7,997.3,986.1,954.4,953.2,943.0,935.1,979.0,876.1,900.6
New Forest,E07000091,950.3,983.6,1001.6,945.4,933.6,878.6,883.1,899.2,828.5,828.6,796.4,816.9,799.9,764.9,815.5
Rushmoor,E07000092,1259.2,1371.5,1231.9,1115.8,1095.6,1100.9,1058.6,1099.9,1027.9,1033.8,990.8,984.1,1075.6,932.3,986.2
Test Valley,E07000093,1156.0,1105.2,1099.8,1091.2,1056.1,985.1,1031.7,948.5,930.6,898.1,856.4,895.7,886.3,822.3,874.0
Winchester,E07000094,1047.1,1032.8,1101.2,1010.0,933.8,930.6,986.3,953.1,866.0,817.3,806.4,758.4,802.2,828.9,832.7
Broxbourne,E07000095,1180.9,1148.1,1151.0,1134.9,1010.1,1027.5,1000.4,963.1,872.3,881.1,872.9,923.5,861.2,784.6,849.0
Dacorum,E07000096,1162.8,1112.6,1106.3,1080.0,1084.6,1026.7,940.5,987.9,900.1,934.9,874.1,920.2,931.4,803.5,878.8
Hertsmere,E07000098,1197.5,1235.4,1180.6,1213.1,1151.7,1036.6,1044.9,1056.8,1034.8,909.0,886.0,942.6,865.3,884.4,918.4
North Hertfordshire,E07000099,1317.8,1235.1,1203.6,1086.9,1106.7,1090.6,1031.5,1133.9,987.3,1089.4,981.7,981.6,967.9,952.9,958.4
Three Rivers,E07000102,1080.3,1159.6,1108.5,1002.2,1048.4,985.9,954.2,946.2,876.0,923.7,876.8,910.1,878.4,851.0,895.4
Watford,E07000103,1353.6,1296.4,1303.6,1248.4,1171.7,1171.1,1177.2,1137.4,1066.5,1098.2,992.4,1105.1,1035.7,1046.3,1055.2
Ashford,E07000105,1075.1,1099.4,1145.5,1032.7,1038.2,992.1,965.7,908.3,949.2,920.9,834.0,864.7,905.1,929.9,910.0
Canterbury,E07000106,1160.3,1162.0,1174.7,1163.6,1109.1,1068.4,1043.3,1044.7,1023.3,963.2,934.5,935.9,894.8,926.0,954.8
Dartford,E07000107,1328.2,1269.2,1402.7,1320.1,1332.2,1110.9,1138.6,1133.5,1164.9,1130.4,1122.8,1115.7,1088.2,1005.4,1115.7
Dover,E07000108,1242.9,1198.4,1201.1,1109.2,1160.4,1081.4,1102.1,1060.2,1043.2,1005.6,1025.6,1000.3,961.3,975.3,1051.2
Gravesham,E07000109,1145.2,1247.4,1218.7,1129.7,1107.8,1062.1,1135.7,1077.0,1062.5,1010.8,970.7,934.7,1012.7,986.2,943.7
Maidstone,E07000110,1166.8,1186.3,1189.6,1130.6,1162.3,1094.5,1071.9,1032.8,989.6,1054.2,934.4,955.8,977.3,941.6,928.6
Sevenoaks,E07000111,1022.3,1006.9,1035.9,975.1,913.2,905.6,952.9,957.0,897.3,864.3,862.2,858.2,868.1,811.3,865.7
Shepway,E07000112,1246.6,1191.2,1237.3,1102.2,1162.3,1080.6,1031.2,984.0,970.2,951.1,946.8,949.7,922.9,945.1,1007.7
Swale,E07000113,1280.1,1304.6,1266.3,1222.1,1126.4,1203.2,1185.3,1153.9,1145.0,1062.0,1003.4,966.7,1048.1,1014.2,1039.2
Thanet,E07000114,1247.4,1249.0,1311.0,1213.0,1276.2,1186.6,1103.1,1127.5,1194.6,1071.0,1084.0,1034.1,1034.1,1036.4,1058.7
Tonbridge and Malling,E07000115,1141.8,1115.4,1112.8,1008.8,1064.6,961.8,946.3,969.8,922.1,948.1,888.8,848.0,872.4,771.7,868.2
Tunbridge Wells,E07000116,1078.0,1158.3,1098.3,1073.8,1010.0,979.3,989.4,934.0,900.3,871.2,823.9,824.0,842.6,806.4,868.8
Burnley,E07000117,1363.4,1453.0,1417.2,1431.8,1254.0,1359.6,1316.7,1295.9,1267.8,1107.8,1217.2,1297.3,1187.6,1166.8,1185.6
Chorley,E07000118,1337.3,1347.4,1349.6,1322.4,1272.2,1110.5,1113.1,1259.1,1114.0,1031.2,1055.0,1044.4,1028.8,1050.6,1005.1
Fylde,E07000119,1201.6,1214.5,1188.4,1138.5,1117.4,1081.5,1055.2,1068.4,1055.7,949.7,988.2,1005.2,1021.3,969.9,1007.8
Hyndburn,E07000120,1430.5,1427.0,1406.7,1249.3,1277.7,1322.8,1263.9,1398.8,1265.9,1236.1,1189.0,1161.6,1228.3,1162.3,1138.9
Lancaster,E07000121,1253.3,1275.6,1245.2,1187.6,1151.2,1151.3,1190.6,1211.4,1076.0,1089.6,1074.6,1069.4,1097.5,1056.0,1064.7
Pendle,E07000122,1274.2,1252.7,1315.5,1216.0,1252.1,1180.4,1130.0,1088.9,1136.8,1069.5,1037.1,1042.3,1068.1,1083.4,1072.8
Preston,E07000123,1440.5,1399.0,1420.4,1304.9,1375.7,1272.5,1274.9,1356.9,1201.1,1173.5,1073.8,1152.7,1134.0,1125.3,1147.4
Ribble Valley,E07000124,1213.9,1221.8,1124.5,1164.1,1081.4,1061.2,1091.3,899.3,1104.5,1007.3,921.1,902.5,879.5,944.8,828.9
Rossendale,E07000125,1461.8,1370.8,1461.4,1345.3,1391.3,1227.6,1258.9,1291.5,1313.5,1141.9,1199.2,1066.9,1110.5,1086.1,1109.6
South Ribble,E07000126,1267.9,1202.8,1247.6,1094.1,1053.4,1132.7,1165.2,1085.9,1022.2,954.6,992.6,959.8,955.2,886.1,926.8
West Lancashire,E07000127,1392.3,1408.8,1377.5,1307.9,1280.0,1181.8,1197.4,1208.0,1116.5,1112.5,1040.5,976.9,1088.3,965.1,1015.2
Wyre,E07000128,1169.8,1238.5,1215.2,1218.2,1271.7,1080.7,1136.7,1098.9,1060.0,1015.9,1052.4,1064.8,1014.9,974.7,992.9
Blaby,E07000129,988.5,1081.2,1106.1,1008.5,998.8,962.4,945.8,967.3,898.9,942.3,850.2,845.5,924.7,830.1,850.0
Charnwood,E07000130,1225.9,1133.2,1204.6,1134.6,1158.0,1095.1,943.1,1028.9,935.1,971.7,925.5,957.1,921.5,894.7,866.7
Harborough,E07000131,1180.4,1144.2,1119.1,1072.1,1094.3,938.4,1009.7,919.0,906.5,883.5,844.8,905.4,870.6,871.0,862.6
Hinckley and Bosworth,E07000132,1150.6,1132.8,1165.4,1127.4,1136.9,1081.3,1003.9,1029.5,963.5,950.4,880.9,941.9,886.2,848.6,962.7
Melton,E07000133,1171.5,1048.8,1132.4,1103.0,1073.0,1062.0,972.5,1083.4,862.0,870.6,948.8,917.0,921.2,851.9,877.6
North West Leicestershire,E07000134,1193.9,1218.3,1312.2,1168.4,1230.8,1158.6,1082.7,1083.8,1035.7,1049.4,928.3,978.1,992.6,948.4,975.4
Oadby and Wigston,E07000135,1079.9,1115.1,1137.0,1137.4,1070.3,1085.4,962.8,1006.2,993.7,994.7,926.4,871.2,932.2,898.0,956.1
Boston,E07000136,1247.0,1258.4,1219.0,1174.9,1160.0,1180.9,1223.9,1109.2,1179.7,1015.8,1005.7,1029.4,1074.0,989.7,1051.8
East Lindsey,E07000137,1218.0,1201.5,1198.9,1202.9,1111.7,1179.0,1094.9,1097.3,1123.1,1105.4,1061.9,1066.7,1033.2,989.9,1067.3
Lincoln,E07000138,1238.2,1244.7,1329.8,1207.6,1210.7,1227.7,1190.8,1202.6,1122.3,1067.8,1108.9,1075.3,1135.5,1029.8,1189.9
North Kesteven,E07000139,1226.7,1152.4,1231.4,1205.4,1032.8,1045.0,1032.9,1093.9,978.2,913.9,956.8,942.9,874.7,813.9,903.2
South Holland,E07000140,1234.9,1207.5,1120.5,1181.9,1041.7,1044.7,1099.7,1126.6,1003.4,984.7,924.0,961.2,970.1,980.0,994.8
South Kesteven,E07000141,1133.2,1103.1,1101.5,1045.3,1079.2,1112.2,1070.4,1045.0,951.7,937.2,940.7,934.1,908.7,872.5,940.2
West Lindsey,E07000142,1241.1,1189.8,1210.2,1138.9,1188.6,1073.5,1044.9,1028.8,1011.4,938.9,1042.5,974.3,998.4,856.9,982.3
Breckland,E07000143,1154.3,1220.4,1155.7,1076.1,1081.3,1067.2,1044.0,1027.0,1003.2,981.4,957.4,935.7,954.6,914.5,1004.8
